wc_row_number,wc_id,wc_type,wc_sku,wc_mpn,wc_name,wc_short_description,wc_description,wc_categories,reference_match_status,drywall_scope,reference_model,reference_section,reference_catalog_page,reference_page_title,reference_page_name,reference_enrichment_name,reference_enrichment_short_description,reference_enrichment_description,reference_mapping_category,reference_mapping_subcategory,reference_mapping_product,proposed_name,proposed_short_description,proposed_description,proposed_categories,can_update_name,can_update_short_description,can_update_description,can_update_categories,name_match_quality,notes
657,,simple,14151,FHTT,TapeTech Interchangeable Fiberglass Support Handle,,TapeTech Interchangeable Fiberglass Support Handle FHTT,Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,FHTT,Support Handles & Adapters,36,Support Handles & Adapters,TapeTech Interchangeable Fiberglass Support Handle,TapeTech Interchangeable Fiberglass Support Handle,TapeTech Interchangeable Fiberglass Support Handle FHTT,TapeTech Interchangeable Fiberglass Support Handle FHTT,Automatic Taping & Finishing Tools,Box Handles,Fiberglass Handle,TapeTech Interchangeable Fiberglass Support Handle,TapeTech Interchangeable Fiberglass Support Handle FHTT,TapeTech Interchangeable Fiberglass Support Handle FHTT,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Fiberglass Handle,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
658,,simple,14152,XHTT,TapeTech Interchangeable Extendable Support Handle,,TapeTech Interchangeable Extendable Support Handle XHTT,Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,XHTT,Support Handles & Adapters,36,Support Handles & Adapters,TapeTech Interchangeable Extendable Support Handle,TapeTech Interchangeable Extendable Support Handle,TapeTech Interchangeable Extendable Support Handle XHTT,TapeTech Interchangeable Extendable Support Handle XHTT,Automatic Taping & Finishing Tools,Box Handles,Extension Handle,TapeTech Interchangeable Extendable Support Handle,TapeTech Interchangeable Extendable Support Handle XHTT,TapeTech Interchangeable Extendable Support Handle XHTT,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Extension Handle,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
659,,simple,14153,CAA-TT,TapeTech Angle Box Handle Adapter,,TapeTech Angle Box Handle Adapter CAA-TT,Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,CAA-TT,Support Handles & Adapters,36,Support Handles & Adapters,TapeTech Angle Box Handle Adapter,TapeTech Angle Box Handle Adapter,TapeTech Angle Box Handle Adapter CAA-TT,TapeTech Angle Box Handle Adapter CAA-TT,Automatic Taping & Finishing Tools,Box Handles,Corner Applicator Adapter,TapeTech Angle Box Handle Adapter,TapeTech Angle Box Handle Adapter CAA-TT,TapeTech Angle Box Handle Adapter CAA-TT,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Corner Applicator Adapter,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
660,,simple,14154,CFA-TT,TapeTech Corner Finisher Handle Adapter,,TapeTech Corner Finisher Handle Adapter CFA-TT,Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,CFA-TT,Support Handles & Adapters,36,Support Handles & Adapters,TapeTech Corner Finisher Handle Adapter,TapeTech Corner Finisher Handle Adapter,TapeTech Corner Finisher Handle Adapter CFA-TT,TapeTech Corner Finisher Handle Adapter CFA-TT,Automatic Taping & Finishing Tools,Box Handles,Corner Finisher Adapter,TapeTech Corner Finisher Handle Adapter,TapeTech Corner Finisher Handle Adapter CFA-TT,TapeTech Corner Finisher Handle Adapter CFA-TT,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Corner Finisher Adapter,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
661,,simple,14155,NSA-TT,TapeTech Nail Spotter Handle Adapter,,TapeTech Nail Spotter Handle Adapter NSA-TT,Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,NSA-TT,Support Handles & Adapters,36,Support Handles & Adapters,TapeTech Nail Spotter Handle Adapter,TapeTech Nail Spotter Handle Adapter,TapeTech Nail Spotter Handle Adapter NSA-TT,TapeTech Nail Spotter Handle Adapter NSA-TT,Automatic Taping & Finishing Tools,Box Handles,Nail Spotter Adapter,TapeTech Nail Spotter Handle Adapter,TapeTech Nail Spotter Handle Adapter NSA-TT,TapeTech Nail Spotter Handle Adapter NSA-TT,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Nail Spotter Adapter,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
666,,simple,14166,NS02TT,TapeTech EasyClean® Nail Spotter Head,,"TapeTech 2"" EasyClean® Nail Spotter NS02TT",Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,NS02TT,Support Handles & Adapters,36,Support Handles & Adapters,TapeTech EasyClean® Nail Spotter Head,TapeTech EasyClean® Nail Spotter Head,"TapeTech 2"" EasyClean® Nail Spotter NS02TT","TapeTech 2"" EasyClean® Nail Spotter NS02TT",Automatic Taping & Finishing Tools,Nail Spotters,Nail Spotter,TapeTech EasyClean® Nail Spotter Head,"TapeTech 2"" EasyClean® Nail Spotter NS02TT","TapeTech 2"" EasyClean® Nail Spotter NS02TT",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Nail Spotters > Nail Spotter,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
667,,simple,14167,NS03TT,TapeTech EasyClean® Nail Spotter Head,,"TapeTech 3"" EasyClean® Nail Spotter NS03TT",Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,NS03TT,Support Handles & Adapters,36,Support Handles & Adapters,TapeTech EasyClean® Nail Spotter Head,TapeTech EasyClean® Nail Spotter Head,"TapeTech 3"" EasyClean® Nail Spotter NS03TT","TapeTech 3"" EasyClean® Nail Spotter NS03TT",Automatic Taping & Finishing Tools,Nail Spotters,Nail Spotter,TapeTech EasyClean® Nail Spotter Head,"TapeTech 3"" EasyClean® Nail Spotter NS03TT","TapeTech 3"" EasyClean® Nail Spotter NS03TT",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Nail Spotters > Nail Spotter,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
668,,simple,14168,CA07TT,TapeTech Corner Applicator Head,,"TapeTech 7"" Angle Box CA07TT",Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,CA07TT,Support Handles & Adapters,36,Support Handles & Adapters,TapeTech Corner Applicator Head,TapeTech Corner Applicator Head,"TapeTech 7"" Angle Box CA07TT","TapeTech 7"" Angle Box CA07TT",,,,TapeTech Corner Applicator Head,"TapeTech 7"" Angle Box CA07TT","TapeTech 7"" Angle Box CA07TT",,0,1,0,0,equivalent,short description can be populated from reference
669,,simple,14169,CA08TT,TapeTech Corner Applicator Head,,"TapeTech 8"" Angle Box CA08TT",Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,CA08TT,Semi-Automatic Taping Tools,58,Semi-Automatic Taping Tools,TapeTech Corner Applicator Head,TapeTech Corner Applicator Head,"TapeTech 8"" Angle Box CA08TT","TapeTech 8"" Angle Box CA08TT",,,,TapeTech Corner Applicator Head,"TapeTech 8"" Angle Box CA08TT","TapeTech 8"" Angle Box CA08TT",,0,1,0,0,equivalent,short description can be populated from reference
676,,simple,14476,76XLTT,TapeTech Extra Long EasyClean Loading Pump,,TapeTech Extra Long EasyClean Loading Pump 76XLTT,Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,76XLTT,Loading Pumps,13,Loading Pumps,TapeTech Extra Long EasyClean Loading Pump,TapeTech Extra Long EasyClean Loading Pump,TapeTech Extra Long EasyClean Loading Pump 76XLTT,TapeTech Extra Long EasyClean Loading Pump 76XLTT,Automatic Taping & Finishing Tools,Loading Pumps,Extra Long EasyClean Pump,TapeTech Extra Long EasyClean Loading Pump,TapeTech Extra Long EasyClean Loading Pump 76XLTT,TapeTech Extra Long EasyClean Loading Pump 76XLTT,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Loading Pumps > Extra Long EasyClean Pump,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
677,,simple,14477,85XLTT,TapeTech Extra Long Gooseneck for 76XLTT Pump,,TapeTech XL Gooseneck for 76XLTT Pump,Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,85XLTT,Loading Pumps,13,Loading Pumps,TapeTech Extra Long Gooseneck for 76XLTT Pump,TapeTech Extra Long Gooseneck for 76XLTT Pump,TapeTech XL Gooseneck for 76XLTT Pump,TapeTech XL Gooseneck for 76XLTT Pump,Automatic Taping & Finishing Tools,Loading Pumps,Gooseneck,TapeTech Extra Long Gooseneck for 76XLTT Pump,TapeTech XL Gooseneck for 76XLTT Pump,TapeTech XL Gooseneck for 76XLTT Pump,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Loading Pumps > Gooseneck,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
678,,simple,14478,CTA01TT,TapeTech Compound Tube Filler Adapter,,TapeTech Compound Tube Filler Adapter CTA01TT,Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,CTA01TT,Compound Tubes & Tool Caddy,59,Compound Tubes & Tool Caddy,TapeTech Compound Tube Filler Adapter,TapeTech Compound Tube Filler Adapter,TapeTech Compound Tube Filler Adapter CTA01TT,TapeTech Compound Tube Filler Adapter CTA01TT,Semi-Automatic Tools,Adapters & Accessories,Filler Adapter,TapeTech Compound Tube Filler Adapter,TapeTech Compound Tube Filler Adapter CTA01TT,TapeTech Compound Tube Filler Adapter CTA01TT,Drywall Finishing Tools > TapeTech > Semi-Automatic Tools > Adapters & Accessories > Filler Adapter,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
679,,simple,14516,ATX01TT,TapeTech Automatic Taper Extension,,TapeTech Automatic Taper Extension ATX01TT,Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,ATX01TT,Automatic Tapers,15,Automatic Tapers,TapeTech Automatic Taper Extension,TapeTech Automatic Taper Extension,TapeTech Automatic Taper Extension ATX01TT,TapeTech Automatic Taper Extension ATX01TT,Automatic Taping & Finishing Tools,Automatic Tapers,Automatic Taper Extension,TapeTech Automatic Taper Extension,TapeTech Automatic Taper Extension ATX01TT,TapeTech Automatic Taper Extension ATX01TT,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Automatic Tapers > Automatic Taper Extension,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
681,,simple,14559,EZ15TT,TapeTech EasyClean™ Flat Box,,"TapeTech 15"" EasyClean™ Flat Box EZ15TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,EZ15TT,EasyClean Boxes,25,EasyClean Boxes,TapeTech EasyCleanTM Flat Box,TapeTech EasyCleanTM Flat Box,"TapeTech 15"" EasyCleanTM Flat Box EZ15TT","TapeTech 15"" EasyCleanTM Flat Box EZ15TT",Automatic Taping & Finishing Tools,Finishing Boxes,EasyClean Finishing Box,TapeTech EasyCleanTM Flat Box,"TapeTech 15"" EasyCleanTM Flat Box EZ15TT","TapeTech 15"" EasyCleanTM Flat Box EZ15TT",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Finishing Boxes > EasyClean Finishing Box,1,1,0,1,different,name differs from reference; short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
685,,simple,14578,QB08-QSX,TapeTech QuickBox QSX in Finishing Box,,"TapeTech QuickBox QSX 8"" Finishing Box",Drywall Finishing Tools > TapeTech > Continuous Flow System,matched_by_mpn,1,QB08-QSX,QuickBox QSX,30,QuickBox QSX,TapeTech QuickBox QSX in Finishing Box,TapeTech QuickBox QSX in Finishing Box,"TapeTech QuickBox QSX 8"" Finishing Box","TapeTech QuickBox QSX 8"" Finishing Box",Automatic Taping & Finishing Tools,QuickBox QSX,QuickBox Finishing Box,TapeTech QuickBox QSX in Finishing Box,"TapeTech QuickBox QSX 8"" Finishing Box","TapeTech QuickBox QSX 8"" Finishing Box",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > QuickBox QSX > QuickBox Finishing Box,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
686,,simple,14580,QB8023-5,"TapeTech 8"" QSX Crowned Finishing Blade",,"TapeTech 8"" QSX Crowned Finishing Blade",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,QB8023-5,QuickBox QSX,30,QuickBox QSX,"TapeTech 8"" QSX Crowned Finishing Blade","TapeTech 8"" QSX Crowned Finishing Blade","TapeTech 8"" QSX Crowned Finishing Blade","TapeTech 8"" QSX Crowned Finishing Blade",,,,"TapeTech 8"" QSX Crowned Finishing Blade","TapeTech 8"" QSX Crowned Finishing Blade","TapeTech 8"" QSX Crowned Finishing Blade",,0,1,0,0,equivalent,short description can be populated from reference
689,,simple,14767,07TT-C,TapeTech Carbon Fiber Automatic Taper,,TapeTech Carbon Fiber EasyClean Automatic Taper,Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,07TT-C,Automatic Tapers,15,Automatic Tapers,TapeTech Carbon Fiber Automatic Taper,TapeTech Carbon Fiber Automatic Taper,TapeTech Carbon Fiber EasyClean Automatic Taper,TapeTech Carbon Fiber EasyClean Automatic Taper,Automatic Taping & Finishing Tools,Automatic Tapers,EasyClean Carbon Fiber Automatic Taper,TapeTech Carbon Fiber Automatic Taper,TapeTech Carbon Fiber EasyClean Automatic Taper,TapeTech Carbon Fiber EasyClean Automatic Taper,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Automatic Tapers > EasyClean Carbon Fiber Automatic Taper,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
710,,simple,15052,PK35CSTT,TapeTech Carbon Steel Pointing Knife,,"TapeTech 3.5"" Carbon Steel Pointing Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,PK35CSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Carbon Steel Pointing Knife,TapeTech Carbon Steel Pointing Knife,"TapeTech 3.5"" Carbon Steel Pointing Knife","TapeTech 3.5"" Carbon Steel Pointing Knife",Premium Knives & Trowels,Specialty Knives,Clipped & Pointed Knife,TapeTech Carbon Steel Pointing Knife,"TapeTech 3.5"" Carbon Steel Pointing Knife","TapeTech 3.5"" Carbon Steel Pointing Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Specialty Knives > Clipped & Pointed Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
711,,simple,15053,CK06CSTT,TapeTech Carbon Steel Clipped Joint Knife,,"TapeTech 6"" Carbon Steel Clipped Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,CK06CSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Carbon Steel Clipped Joint Knife,TapeTech Carbon Steel Clipped Joint Knife,"TapeTech 6"" Carbon Steel Clipped Joint Knife","TapeTech 6"" Carbon Steel Clipped Joint Knife",Premium Knives & Trowels,Specialty Knives,Clipped Knife,TapeTech Carbon Steel Clipped Joint Knife,"TapeTech 6"" Carbon Steel Clipped Joint Knife","TapeTech 6"" Carbon Steel Clipped Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Specialty Knives > Clipped Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
712,,simple,15071,PFKHATT,TapeTech Premium Finishing Knife Handle Adapter,,TapeTech Finishing Knife Handle Adapter PFKHATT,Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,PFKHATT,Premium Finishing Knives,42,Premium Finishing Knives,TapeTech Premium Finishing Knife Handle Adapter,TapeTech Premium Finishing Knife Handle Adapter,TapeTech Finishing Knife Handle Adapter PFKHATT,TapeTech Finishing Knife Handle Adapter PFKHATT,,,,TapeTech Premium Finishing Knife Handle Adapter,TapeTech Finishing Knife Handle Adapter PFKHATT,TapeTech Finishing Knife Handle Adapter PFKHATT,,0,1,0,0,equivalent,short description can be populated from reference
714,,simple,16512,PFK07TT,TapeTech Premium Finishing Knife,,"TapeTech 7"" Premium Finishing Knife PFK07TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,PFK07TT,Premium Finishing Knives,42,Premium Finishing Knives,TapeTech Premium Finishing Knife,TapeTech Premium Finishing Knife,"TapeTech 7"" Premium Finishing Knife PFK07TT","TapeTech 7"" Premium Finishing Knife PFK07TT",,,,TapeTech Premium Finishing Knife,"TapeTech 7"" Premium Finishing Knife PFK07TT","TapeTech 7"" Premium Finishing Knife PFK07TT",,0,1,0,0,equivalent,short description can be populated from reference
715,,simple,16513,PFK12TT,TapeTech Premium Finishing Knife,,"TapeTech 12"" Premium Finishing Knife PFK12TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,PFK12TT,Premium Finishing Knives,42,Premium Finishing Knives,TapeTech Premium Finishing Knife,TapeTech Premium Finishing Knife,"TapeTech 12"" Premium Finishing Knife PFK12TT","TapeTech 12"" Premium Finishing Knife PFK12TT",,,,TapeTech Premium Finishing Knife,"TapeTech 12"" Premium Finishing Knife PFK12TT","TapeTech 12"" Premium Finishing Knife PFK12TT",,0,1,0,0,equivalent,short description can be populated from reference
716,,simple,16514,PFK14TT,TapeTech Premium Finishing Knife,,"TapeTech 14"" Premium Finishing Knife PFK14TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,PFK14TT,Premium Finishing Knives,42,Premium Finishing Knives,TapeTech Premium Finishing Knife,TapeTech Premium Finishing Knife,"TapeTech 14"" Premium Finishing Knife PFK14TT","TapeTech 14"" Premium Finishing Knife PFK14TT",,,,TapeTech Premium Finishing Knife,"TapeTech 14"" Premium Finishing Knife PFK14TT","TapeTech 14"" Premium Finishing Knife PFK14TT",,0,1,0,0,equivalent,short description can be populated from reference
717,,simple,16515,PFK18TT,TapeTech Premium Finishing Knife,,"TapeTech 18"" Premium Finishing Knife PFK18TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,PFK18TT,Premium Finishing Knives,42,Premium Finishing Knives,TapeTech Premium Finishing Knife,TapeTech Premium Finishing Knife,"TapeTech 18"" Premium Finishing Knife PFK18TT","TapeTech 18"" Premium Finishing Knife PFK18TT",,,,TapeTech Premium Finishing Knife,"TapeTech 18"" Premium Finishing Knife PFK18TT","TapeTech 18"" Premium Finishing Knife PFK18TT",,0,1,0,0,equivalent,short description can be populated from reference
718,,simple,16516,PFK24TT,TapeTech Premium Finishing Knife,,"TapeTech 24"" Premium Finishing Knife PFK24TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,PFK24TT,Premium Finishing Knives,42,Premium Finishing Knives,TapeTech Premium Finishing Knife,TapeTech Premium Finishing Knife,"TapeTech 24"" Premium Finishing Knife PFK24TT","TapeTech 24"" Premium Finishing Knife PFK24TT",,,,TapeTech Premium Finishing Knife,"TapeTech 24"" Premium Finishing Knife PFK24TT","TapeTech 24"" Premium Finishing Knife PFK24TT",,0,1,0,0,equivalent,short description can be populated from reference
719,,simple,16517,PFK32TT,TapeTech Premium Finishing Knife,,"TapeTech 32"" Premium Finishing Knife PFK32TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,PFK32TT,Premium Finishing Knives,42,Premium Finishing Knives,TapeTech Premium Finishing Knife,TapeTech Premium Finishing Knife,"TapeTech 32"" Premium Finishing Knife PFK32TT","TapeTech 32"" Premium Finishing Knife PFK32TT",,,,TapeTech Premium Finishing Knife,"TapeTech 32"" Premium Finishing Knife PFK32TT","TapeTech 32"" Premium Finishing Knife PFK32TT",,0,1,0,0,equivalent,short description can be populated from reference
720,,simple,16518,PFK40TT,TapeTech Premium Finishing Knife,,"TapeTech 40"" Premium Finishing Knife PFK40TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,PFK40TT,Premium Finishing Knives,42,Premium Finishing Knives,TapeTech Premium Finishing Knife,TapeTech Premium Finishing Knife,"TapeTech 40"" Premium Finishing Knife PFK40TT","TapeTech 40"" Premium Finishing Knife PFK40TT",,,,TapeTech Premium Finishing Knife,"TapeTech 40"" Premium Finishing Knife PFK40TT","TapeTech 40"" Premium Finishing Knife PFK40TT",,0,1,0,0,equivalent,short description can be populated from reference
721,,simple,16519,PFK48TT,TapeTech Premium Finishing Knife,,"TapeTech 48"" Premium Finishing Knife PFK48TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,PFK48TT,Premium Finishing Knives,42,Premium Finishing Knives,TapeTech Premium Finishing Knife,TapeTech Premium Finishing Knife,"TapeTech 48"" Premium Finishing Knife PFK48TT","TapeTech 48"" Premium Finishing Knife PFK48TT",,,,TapeTech Premium Finishing Knife,"TapeTech 48"" Premium Finishing Knife PFK48TT","TapeTech 48"" Premium Finishing Knife PFK48TT",,0,1,0,0,equivalent,short description can be populated from reference
735,,simple,16788,FHTT-CC,"TapeTech Closet Crusher 18"" Handle",,"TapeTech Closet Crusher 18"" Support Handle FHTT-CC",Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,FHTT-CC,Support Handles & Adapters,36,Support Handles & Adapters,"TapeTech Closet Crusher 18"" Handle","TapeTech Closet Crusher 18"" Handle","TapeTech Closet Crusher 18"" Support Handle FHTT-CC","TapeTech Closet Crusher 18"" Support Handle FHTT-CC",Automatic Taping & Finishing Tools,Box Handles,Closet Crusher Fiberglass Handle,"TapeTech Closet Crusher 18"" Handle","TapeTech Closet Crusher 18"" Support Handle FHTT-CC","TapeTech Closet Crusher 18"" Support Handle FHTT-CC",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Closet Crusher Fiberglass Handle,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
736,,simple,16789,BH,TapeTech Brakeless Finishing Box Handle,,TapeTech Brakeless Flat Box Handle BH,Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,BH,Brakeless Finishing Box Handles,33,Brakeless Finishing Box Handles,TapeTech Brakeless Finishing Box Handle,TapeTech Brakeless Finishing Box Handle,TapeTech Brakeless Flat Box Handle BH,TapeTech Brakeless Flat Box Handle BH,Automatic Taping & Finishing Tools,Box Handles,Brakeless Box Handle,TapeTech Brakeless Finishing Box Handle,TapeTech Brakeless Flat Box Handle BH,TapeTech Brakeless Flat Box Handle BH,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Brakeless Box Handle,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
737,,simple,16790,BHE,TapeTech Extendable Brakeless Finishing Box Handle,,TapeTech Brakeless Extendable Flat Box Handle BHE,Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,BHE,Brakeless Finishing Box Handles,33,Brakeless Finishing Box Handles,TapeTech Extendable Brakeless Finishing Box Handle,TapeTech Extendable Brakeless Finishing Box Handle,TapeTech Brakeless Extendable Flat Box Handle BHE,TapeTech Brakeless Extendable Flat Box Handle BHE,Automatic Taping & Finishing Tools,Box Handles,Extendable Brakeless Box Handle,TapeTech Extendable Brakeless Finishing Box Handle,TapeTech Brakeless Extendable Flat Box Handle BHE,TapeTech Brakeless Extendable Flat Box Handle BHE,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Extendable Brakeless Box Handle,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
739,,simple,17346,8042TT,"TapeTech 42"" Flat Box Handle",,"TapeTech 42"" Flat Box Handle 8042TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,8042TT,Finishing Box Handles,32,Finishing Box Handles,"TapeTech 42"" Flat Box Handle","TapeTech 42"" Flat Box Handle","TapeTech 42"" Flat Box Handle 8042TT","TapeTech 42"" Flat Box Handle 8042TT",Automatic Taping & Finishing Tools,Box Handles,Box Handle,"TapeTech 42"" Flat Box Handle","TapeTech 42"" Flat Box Handle 8042TT","TapeTech 42"" Flat Box Handle 8042TT",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Box Handle,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
740,,simple,17347,8054TT,"TapeTech 54"" Flat Box Handle",,"TapeTech 54"" Flat Box Handle 8054TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,8054TT,Finishing Box Handles,32,Finishing Box Handles,"TapeTech 54"" Flat Box Handle","TapeTech 54"" Flat Box Handle","TapeTech 54"" Flat Box Handle 8054TT","TapeTech 54"" Flat Box Handle 8054TT",Automatic Taping & Finishing Tools,Box Handles,Box Handle,"TapeTech 54"" Flat Box Handle","TapeTech 54"" Flat Box Handle 8054TT","TapeTech 54"" Flat Box Handle 8054TT",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Box Handle,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
741,,simple,17348,8072TT,"TapeTech 72"" Flat Box Handle",,"TapeTech 72"" Flat Box Handle 8072TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,8072TT,Finishing Box Handles,32,Finishing Box Handles,"TapeTech 72"" Flat Box Handle","TapeTech 72"" Flat Box Handle","TapeTech 72"" Flat Box Handle 8072TT","TapeTech 72"" Flat Box Handle 8072TT",Automatic Taping & Finishing Tools,Box Handles,Box Handle,"TapeTech 72"" Flat Box Handle","TapeTech 72"" Flat Box Handle 8072TT","TapeTech 72"" Flat Box Handle 8072TT",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Box Handle,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
743,,simple,17584,EHC07,TapeTech MaxxBox Flat Box,,"TapeTech 7"" MaxxBox Flat Box EHC07",Drywall Finishing Tools > TapeTech > Replacement Parts,matched_by_mpn,1,EHC07,MaxxBoxes,27,MaxxBoxes,TapeTech MaxxBox Flat Box,TapeTech MaxxBox Flat Box,"TapeTech 7"" MaxxBox Flat Box EHC07","TapeTech 7"" MaxxBox Flat Box EHC07",Automatic Taping & Finishing Tools,High Capacity Boxes,MaxxBox High Capacity Box,TapeTech MaxxBox Flat Box,"TapeTech 7"" MaxxBox Flat Box EHC07","TapeTech 7"" MaxxBox Flat Box EHC07",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > High Capacity Boxes > MaxxBox High Capacity Box,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
