Brands,Type,SKU,MPN,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Sale price,Date sale price starts,Date sale price ends,Regular price,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Shipping class,Allow customer reviews?,Purchase note,Categories,Tags,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,meta:_dtb_seo_title,meta:_dtb_seo_description,ID,_source,_reference_section,_reference_catalog_page
TapeTech,simple,,TG120565-PSCU,"TapeTech 12"" x 4.7"" Premium Gold Curved Finishing Trowel",1,0,visible,"TapeTech premium curved drywall trowels allow you to professionally feather and taper drywall, EIFS and stucco joints, leaving extra joint compound where you ne...","TapeTech premium curved drywall trowels allow you to professionally feather and taper drywall, EIFS and stucco joints, leaving extra joint compound where you ne...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,656,Brand,TapeTech,1,1,0,,,,,,"TapeTech 12"" x 4.7"" Premium Gold Curved Finishing Trowel","TapeTech premium curved drywall trowels allow you to professionally feather and taper drywall, EIFS and stucco joints, leaving extra joint compound where you ne...",,missing_reference_template,Premium Drywall Trowels,40
TapeTech,simple,,TG120565-SQ,Premium Gold Square Trowel,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,657,Brand,TapeTech,1,1,0,,,,,,Premium Gold Square Trowel,,,missing_reference_template,Premium Drywall Trowels,40
TapeTech,simple,,TG14053-PS,"TapeTech 14"" x 4.3"" Premium Gold Finishing Trowel",1,0,visible,"TapeTech 14"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG14053-PS","TapeTech 14"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG14053-PS",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,658,Brand,TapeTech,1,1,0,,,,,,"TapeTech 14"" x 4.3"" Premium Gold Finishing Trowel","TapeTech 14"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG14053-PS",,missing_reference_template,Premium Drywall Trowels,40
TapeTech,simple,,TG14054-PS,"TapeTech 14"" x 4.7"" Premium Gold Finishing Trowel",1,0,visible,"TapeTech 14"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG14054-PS","TapeTech 14"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG14054-PS",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,659,Brand,TapeTech,1,1,0,,,,,,"TapeTech 14"" x 4.7"" Premium Gold Finishing Trowel","TapeTech 14"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG14054-PS",,missing_reference_template,Premium Drywall Trowels,39
TapeTech,simple,,TG140565-CY,"14"" Curry-Style Finishing Trowel",1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,660,Brand,TapeTech,1,1,0,,,,,,"14"" Curry-Style Finishing Trowel",,,missing_reference_template,Premium Drywall Trowels,41
TapeTech,simple,,TG140565-GS,Premium Gold Trowels,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,661,Brand,TapeTech,1,1,0,,,,,,Premium Gold Trowels,,,missing_reference_template,Premium Drywall Trowels,39
TapeTech,simple,,TG140565-PSCU,"TapeTech 14"" x 4.7"" Premium Gold Curved Finishing Trowel",1,0,visible,"TapeTech premium curved drywall trowels allow you to professionally feather and taper drywall, EIFS and stucco joints, leaving extra joint compound where you ne...","TapeTech premium curved drywall trowels allow you to professionally feather and taper drywall, EIFS and stucco joints, leaving extra joint compound where you ne...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,662,Brand,TapeTech,1,1,0,,,,,,"TapeTech 14"" x 4.7"" Premium Gold Curved Finishing Trowel","TapeTech premium curved drywall trowels allow you to professionally feather and taper drywall, EIFS and stucco joints, leaving extra joint compound where you ne...",,missing_reference_template,Premium Drywall Trowels,40
TapeTech,simple,,TG140565-SQ,Premium Gold Square Trowel,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,663,Brand,TapeTech,1,1,0,,,,,,Premium Gold Square Trowel,,,missing_reference_template,Premium Drywall Trowels,40
TapeTech,simple,,TG16053-PS,"TapeTech 16"" x 4.3"" Premium Gold Finishing Trowel",1,0,visible,"TapeTech 16"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG16053-PS","TapeTech 16"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG16053-PS",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,664,Brand,TapeTech,1,1,0,,,,,,"TapeTech 16"" x 4.3"" Premium Gold Finishing Trowel","TapeTech 16"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG16053-PS",,missing_reference_template,Premium Drywall Trowels,40
TapeTech,simple,,TG16054-PS,"TapeTech 16"" x 4.7"" Premium Gold Finishing Trowel",1,0,visible,"TapeTech 16"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG16054-PS","TapeTech 16"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG16054-PS",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,665,Brand,TapeTech,1,1,0,,,,,,"TapeTech 16"" x 4.7"" Premium Gold Finishing Trowel","TapeTech 16"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG16054-PS",,missing_reference_template,Premium Drywall Trowels,39
TapeTech,simple,,TG160565-GS,Premium Gold Trowel,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,666,Brand,TapeTech,1,1,0,,,,,,Premium Gold Trowel,,,missing_reference_template,Premium Drywall Trowels,39
TapeTech,simple,,TG18053-PS,"TapeTech 18"" x 4.3"" Premium Gold Finishing Trowel",1,0,visible,"TapeTech 18"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG18053-PS","TapeTech 18"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG18053-PS",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,667,Brand,TapeTech,1,1,0,,,,,,"TapeTech 18"" x 4.3"" Premium Gold Finishing Trowel","TapeTech 18"" x 4.3"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG18053-PS",,missing_reference_template,Premium Drywall Trowels,40
TapeTech,simple,,TG18054-PS,"TapeTech 18"" x 4.7"" Premium Gold Finishing Trowel",1,0,visible,"TapeTech 18"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG18054-PS","TapeTech 18"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG18054-PS",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,668,Brand,TapeTech,1,1,0,,,,,,"TapeTech 18"" x 4.7"" Premium Gold Finishing Trowel","TapeTech 18"" x 4.7"" Gold Stainless Steel Finishing Trowel with ProSoft Grip TG18054-PS",,missing_reference_template,Premium Drywall Trowels,39
TapeTech,simple,,TG180565-GS,Premium Gold Trowel,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,669,Brand,TapeTech,1,1,0,,,,,,Premium Gold Trowel,,,missing_reference_template,Premium Drywall Trowels,39
TapeTech,simple,,TGP120565-PS,"TapeTech 12"" x 4.7"" Premium Gold Rounded Front Pool Trowel",1,0,visible,"TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,670,Brand,TapeTech,1,1,0,,,,,,"TapeTech 12"" x 4.7"" Premium Gold Rounded Front Pool Trowel","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...",,missing_reference_template,Premium Drywall Trowels,41
TapeTech,simple,,TGP140565-PS,"TapeTech 14"" x 4.7"" Premium Gold Rounded Front Pool Trowel",1,0,visible,"TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,671,Brand,TapeTech,1,1,0,,,,,,"TapeTech 14"" x 4.7"" Premium Gold Rounded Front Pool Trowel","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...",,missing_reference_template,Premium Drywall Trowels,41
TapeTech,simple,,TGP160565-PS,"TapeTech 16"" x 4.7"" Premium Gold Rounded Front Pool Trowel",1,0,visible,"TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,672,Brand,TapeTech,1,1,0,,,,,,"TapeTech 16"" x 4.7"" Premium Gold Rounded Front Pool Trowel","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...",,missing_reference_template,Premium Drywall Trowels,41
TapeTech,simple,,TGP180565-PS,"TapeTech 18"" x 4.7"" Premium Gold Rounded Front Pool Trowel",1,0,visible,"TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech,,,,,,,,,,,673,Brand,TapeTech,1,1,0,,,,,,"TapeTech 18"" x 4.7"" Premium Gold Rounded Front Pool Trowel","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth ap...",,missing_reference_template,Premium Drywall Trowels,41
TapeTech,simple,,TKOS08BSTT,TapeTech Premium Blue Steel Offset Taping Knife,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Offset Taping Knives > Offset Taping Knife,,,,,,,,,,,674,Brand,TapeTech,1,1,0,,,,,,TapeTech Premium Blue Steel Offset Taping Knife,,,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,TKOS10BSTT,TapeTech Premium Blue Steel Offset Taping Knife,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Offset Taping Knives > Offset Taping Knife,,,,,,,,,,,675,Brand,TapeTech,1,1,0,,,,,,TapeTech Premium Blue Steel Offset Taping Knife,,,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,TKOS12BSTT,TapeTech Premium Blue Steel Offset Taping Knife,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Offset Taping Knives > Offset Taping Knife,,,,,,,,,,,676,Brand,TapeTech,1,1,0,,,,,,TapeTech Premium Blue Steel Offset Taping Knife,,,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,TKOS14BSTT,TapeTech Premium Blue Steel Offset Taping Knife,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Offset Taping Knives > Offset Taping Knife,,,,,,,,,,,677,Brand,TapeTech,1,1,0,,,,,,TapeTech Premium Blue Steel Offset Taping Knife,,,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,TKOS16BSTT,TapeTech Premium Blue Steel Offset Taping Knife,1,0,visible,,,,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Offset Taping Knives > Offset Taping Knife,,,,,,,,,,,678,Brand,TapeTech,1,1,0,,,,,,TapeTech Premium Blue Steel Offset Taping Knife,,,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,VEX11075,"VEX11075 TapeTech 4.3"" x 3"" Outside Corner Trowel",1,0,visible,"TapeTech Outside Corner Trowel VEX11075 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corners...","TapeTech Outside Corner Trowel VEX11075 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corners...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Venetian & Decorative Finish Tools > Corner Trowels > Exterior Corner Trowel,,,,,,,,,,,679,Brand,TapeTech,1,1,0,,,,,,"VEX11075 TapeTech 4.3"" x 3"" Outside Corner Trowel","TapeTech Outside Corner Trowel VEX11075 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corners...",,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,VEX4030,"VEX4030 TapeTech 1.6"" x 1.2"" Mini Outside Corner Trowel",1,0,visible,"TapeTech Mini Outside Corner Trowel VEX4030 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corn...","TapeTech Mini Outside Corner Trowel VEX4030 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corn...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Venetian & Decorative Finish Tools > Corner Trowels > Exterior Corner Trowel,,,,,,,,,,,680,Brand,TapeTech,1,1,0,,,,,,"VEX4030 TapeTech 1.6"" x 1.2"" Mini Outside Corner Trowel","TapeTech Mini Outside Corner Trowel VEX4030 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corn...",,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,VEX8025,"VEX8025 TapeTech 3"" x 1"" Mini Outside Corner Trowel",1,0,visible,"TapeTech Mini Outside Corner Trowel VEX8025 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corn...","TapeTech Mini Outside Corner Trowel VEX8025 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corn...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Venetian & Decorative Finish Tools > Corner Trowels > Exterior Corner Trowel,,,,,,,,,,,681,Brand,TapeTech,1,1,0,,,,,,"VEX8025 TapeTech 3"" x 1"" Mini Outside Corner Trowel","TapeTech Mini Outside Corner Trowel VEX8025 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corn...",,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,VEX8060,"VEX8060 TapeTech 3"" x 2.4"" Outside Corner Trowel",1,0,visible,"TapeTech Outside Corner Trowel VEX8060 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corners o...","TapeTech Outside Corner Trowel VEX8060 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corners o...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Venetian & Decorative Finish Tools > Corner Trowels > Exterior Corner Trowel,,,,,,,,,,,682,Brand,TapeTech,1,1,0,,,,,,"VEX8060 TapeTech 3"" x 2.4"" Outside Corner Trowel","TapeTech Outside Corner Trowel VEX8060 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corners o...",,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,VIN11075,"VIN11075 TapeTech 4.3"" x 3"" Inside Corner Trowel",1,0,visible,"TapeTech Inside Corner Trowel VIN11075 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corners of...","TapeTech Inside Corner Trowel VIN11075 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corners of...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Venetian & Decorative Finish Tools > Corner Trowels > Interior Corner Trowel,,,,,,,,,,,683,Brand,TapeTech,1,1,0,,,,,,"VIN11075 TapeTech 4.3"" x 3"" Inside Corner Trowel","TapeTech Inside Corner Trowel VIN11075 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corners of...",,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,VIN4030,"VIN4030 TapeTech 1.6"" x 1.2"" Mini Inside Corner Trowel",1,0,visible,"TapeTech Mini Inside Corner Trowel VIN4030 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corner...","TapeTech Mini Inside Corner Trowel VIN4030 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corner...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Venetian & Decorative Finish Tools > Corner Trowels > Interior Corner Trowel,,,,,,,,,,,684,Brand,TapeTech,1,1,0,,,,,,"VIN4030 TapeTech 1.6"" x 1.2"" Mini Inside Corner Trowel","TapeTech Mini Inside Corner Trowel VIN4030 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corner...",,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,VIN8025,"VIN8025 TapeTech 3"" x 1"" Mini Inside Corner Trowel",1,0,visible,"TapeTech Mini Inside Corner Trowel VIN8025 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corner...","TapeTech Mini Inside Corner Trowel VIN8025 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corner...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Venetian & Decorative Finish Tools > Corner Trowels > Interior Corner Trowel,,,,,,,,,,,685,Brand,TapeTech,1,1,0,,,,,,"VIN8025 TapeTech 3"" x 1"" Mini Inside Corner Trowel","TapeTech Mini Inside Corner Trowel VIN8025 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corner...",,missing_reference_template,Premium Taping Knives,37
TapeTech,simple,,VIN8060,"VIN8060 TapeTech 3"" x 2.4"" Inside Corner Trowel",1,0,visible,"TapeTech Inside Corner Trowel VIN8060 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corners of...","TapeTech Inside Corner Trowel VIN8060 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corners of...",,,,,taxable,,1,,,,,,,,,,1,,Drywall Finishing Tools > TapeTech > Venetian & Decorative Finish Tools > Corner Trowels > Interior Corner Trowel,,,,,,,,,,,686,Brand,TapeTech,1,1,0,,,,,,"VIN8060 TapeTech 3"" x 2.4"" Inside Corner Trowel","TapeTech Inside Corner Trowel VIN8060 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corners of...",,missing_reference_template,Premium Taping Knives,37
