bundle_sku,bundle_name,bundle_brand,bundle_type,bundle_kind,parent_sku,component_position,component_source_sku,component_veeqo_sku,component_name,quantity,component_status,notes
TTBTS,TapeTech Basic Taping Set,TapeTech,simple,toolset,,5,CFA-TT,CFA-TT,Corner Finisher Adapter,1,ready,
TTBTS,TapeTech Basic Taping Set,TapeTech,simple,toolset,,6,FHTT,FHTT,Fiberglass Support Handle,1,ready,
TTCFS,TapeTech Corner Finishing Set,TapeTech,simple,toolset,,0,48TT,48TT,3 in. EasyRoll Adjustable Corner Finisher,1,ready,
TTCFS,TapeTech Corner Finishing Set,TapeTech,simple,toolset,,1,CA08TT,CA08TT,8 in. Corner Applicator,1,ready,
TTCFS,TapeTech Corner Finishing Set,TapeTech,simple,toolset,,2,76TT,76TT,Loading Pump,1,ready,
TTCFS,TapeTech Corner Finishing Set,TapeTech,simple,toolset,,3,90TT,90T,Flat Box Filler,1,mapped_alias,Source SKU 90TT mapped to Veeqo SKU 90T.
TTCFS,TapeTech Corner Finishing Set,TapeTech,simple,toolset,,4,XHTT,XHTT,Extendable Handle,1,ready,
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,0,EZ07TT,EZ07TT,7 in. EasyClean Flat Box with EasyRoll Wheels,1,ready,
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,1,EZ10TT,EZ10TT,10 in. EasyClean Flat Box with EasyRoll Wheels,1,ready,
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,2,15TTE,15TTE,Corner Roller Head with Fiberglass Handle,1,ready,Split composite include 15TTE/FHTT.
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,2,FHTT,FHTT,Corner Roller Head with Fiberglass Handle,1,ready,Split composite include 15TTE/FHTT.
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,3,48TT,48TT,3 in. Angle Head / Corner Finisher,1,ready,
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,4,CFA-TT,CFA-TT,Fiberglass Angle Head Handle,1,ready,Split composite include CFA-TT/FHTT.
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,4,FHTT,FHTT,Fiberglass Angle Head Handle,1,ready,Split composite include CFA-TT/FHTT.
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,5,CA08TT,CA08TT,8 in. Corner Applicator with Fiberglass Handle,1,ready,Split composite include CA08TT/FHTT.
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,5,FHTT,FHTT,8 in. Corner Applicator with Fiberglass Handle,1,ready,Split composite include CA08TT/FHTT.
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,6,76TT,76TT,EasyClean Drywall Mud Pump,1,ready,
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,7,90TT,90T,Filler,1,mapped_alias,Source SKU 90TT mapped to Veeqo SKU 90T.
TTFINISH7/10,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,TapeTech,simple,toolset,,8,8042TT,8042TT,42 in. Box Handle,1,ready,
TTFBC,TapeTech Flat Box Combo,TapeTech,simple,toolset,,0,EZ10TT,EZ10TT,10 in. EasyClean Flat Box,1,ready,
TTFBC,TapeTech Flat Box Combo,TapeTech,simple,toolset,,1,EZ12TT,EZ12TT,12 in. EasyClean Flat Box,1,ready,
TTFBC,TapeTech Flat Box Combo,TapeTech,simple,toolset,,2,76TT,76TT,Loading Pump,1,ready,
TTFBC,TapeTech Flat Box Combo,TapeTech,simple,toolset,,3,90TT,90T,Flat Box Filler,1,mapped_alias,Source SKU 90TT mapped to Veeqo SKU 90T.
TTFBC,TapeTech Flat Box Combo,TapeTech,simple,toolset,,4,8042TT,8042TT,42 in. Flat Box Handle,1,ready,
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,0,07TT,07TT,EasyClean Automatic Tapers,2,ready,
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,1,76TT,76TT,Loading Pumps,2,ready,
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,2,85TT,85T,Goosenecks,2,mapped_alias,Source SKU 85TT mapped to Veeqo SKU 85T.
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,3,90TT,90T,Fillers,2,mapped_alias,Source SKU 90TT mapped to Veeqo SKU 90T.
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,4,CFA-TT,CFA-TT,Corner Finisher Adapters,2,ready,
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,5,15TTE,15TTE,Corner Rollers,2,ready,
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,6,EZ10TT,EZ10TT,10 in. EasyClean Flat Boxes with EasyRoll Wheels,2,ready,
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,7,EZ12TT,EZ12TT,12 in. EasyClean Flat Boxes with EasyRoll Wheels,2,ready,
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,8,48TT,48TT,3 in. EasyRoll Adjustable Corner Finishers,2,ready,
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,9,CA08TT,CA08TT,8 in. Corner Applicators,2,ready,
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,10,8042TT,8042TT,42 in. Flat Box Handles,2,ready,
TTFULL2SET,TapeTech Full Set X2 Contractors Pack,TapeTech,simple,toolset,,11,FHTT,FHTT,Interchangeable Fiberglass Support Handles,6,ready,
TTPFB,TapeTech Paper Faced Bead Pro Set,TapeTech,simple,toolset,,0,14TT,14TT,MudRunner Applicator,1,ready,
TTPFB,TapeTech Paper Faced Bead Pro Set,TapeTech,simple,toolset,,1,17TT,17TT,Outside Corner Roller,1,ready,
TTPFB,TapeTech Paper Faced Bead Pro Set,TapeTech,simple,toolset,,2,16TT,16TT,90° Outside Corner Mud Head,1,ready,
TTPFB,TapeTech Paper Faced Bead Pro Set,TapeTech,simple,toolset,,3,16TT90,16TT90,90° Inside Corner Mud Head,1,ready,
TTPFB,TapeTech Paper Faced Bead Pro Set,TapeTech,simple,toolset,,4,76TT,76TT,Loading Pump,1,ready,
TTPFB,TapeTech Paper Faced Bead Pro Set,TapeTech,simple,toolset,,5,90TT,90T,Flat Box Filler,1,mapped_alias,Source SKU 90TT mapped to Veeqo SKU 90T.
TTPFB,TapeTech Paper Faced Bead Pro Set,TapeTech,simple,toolset,,6,CFA-TT,CFA-TT,Corner Finisher Adapter,1,ready,
TTPFB,TapeTech Paper Faced Bead Pro Set,TapeTech,simple,toolset,,7,XHTT,XHTT,Extendable Handle,1,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,0,07TT,07TT,EasyClean Automatic Taper,1,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,1,PAHC10,PAHC10,10 in. PowerAssist MaxxBox,1,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,2,PAHC12,PAHC12,12 in. PowerAssist MaxxBox,1,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,3,15TTE,15TTE,Corner Roller,1,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,4,42TT,42TT,2.5 in. Corner Finisher,1,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,5,48TT,48TT,3 in. EasyRoll Adjustable Corner Finisher,1,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,6,NS02TT,NS02TT,2 in. EasyClean Nail Spotter,1,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,7,NS03TT,NS03TT,3 in. EasyClean Nail Spotter,1,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,8,14TT,14TT,MudRunner Applicator,1,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,9,76TT,76TT,Loading Pumps,2,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,10,85TT,85T,Gooseneck,1,mapped_alias,Source SKU 85TT mapped to Veeqo SKU 85T.
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,11,90TT,90T,Flat Box Filler,1,mapped_alias,Source SKU 90TT mapped to Veeqo SKU 90T.
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,12,CFA-TT,CFA-TT,Corner Finisher Adapter,1,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,13,XHTT,XHTT,Extendable Handles,3,ready,
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,simple,toolset,,14,88TTE,88TTE,Flat Box XTender Handles,2,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,0,07TT,07TT,EasyClean Automatic Taper,1,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,1,EZ10TT,EZ10TT,10 in. EasyClean Flat Box,1,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,2,EZ12TT,EZ12TT,12 in. EasyClean Flat Box,1,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,3,15TTE,15TTE,Corner Roller,1,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,4,42TT,42TT,2.5 in. Corner Finisher,1,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,5,48TT,48TT,3 in. EasyRoll Adjustable Corner Finisher,1,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,6,CA08TT,CA08TT,8 in. Corner Applicator,1,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,7,NS02TT,NS02TT,2 in. EasyClean Nail Spotter,1,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,8,NS03TT,NS03TT,3 in. EasyClean Nail Spotter,1,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,9,76TT,76TT,Loading Pumps,2,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,10,85TT,85T,Gooseneck,1,mapped_alias,Source SKU 85TT mapped to Veeqo SKU 85T.
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,11,90TT,90T,Flat Box Filler,1,mapped_alias,Source SKU 90TT mapped to Veeqo SKU 90T.
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,12,CFA-TT,CFA-TT,Corner Finisher Adapter,1,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,13,XHTT,XHTT,Extendable Handles,3,ready,
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,toolset,,14,88TTE,88TTE,Flat Box XTender Handles,2,ready,
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,toolset,,0,07TT,07TT,EasyClean Automatic Taper,1,ready,
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,toolset,,1,EZ10TT,EZ10TT,10 in. EasyClean Flat Box,1,ready,
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,toolset,,2,EZ12TT,EZ12TT,12 in. EasyClean Flat Box,1,ready,
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,toolset,,3,15TTE,15TTE,Corner Roller,1,ready,
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,toolset,,4,48TT,48TT,3 in. EasyRoll Adjustable Corner Finisher,1,ready,
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,toolset,,5,CA08TT,CA08TT,8 in. Corner Applicator,1,ready,
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,toolset,,6,76TT,76TT,Loading Pump,1,ready,
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,toolset,,7,85TT,85T,Gooseneck,1,mapped_alias,Source SKU 85TT mapped to Veeqo SKU 85T.
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,toolset,,8,90TT,90T,Flat Box Filler,1,mapped_alias,Source SKU 90TT mapped to Veeqo SKU 90T.
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,toolset,,9,CFA-TT,CFA-TT,Corner Finisher Adapter,1,ready,
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,toolset,,10,XHTT,XHTT,Extendable Handles,2,ready,
TTFFS,TapeTech Value Drywall Finishing Set,TapeTech,simple,toolset,,0,EZ10TT,EZ10TT,10 in. EasyClean Flat Box,1,ready,
TTFFS,TapeTech Value Drywall Finishing Set,TapeTech,simple,toolset,,1,EZ12TT,EZ12TT,12 in. EasyClean Flat Box,1,ready,
TTFFS,TapeTech Value Drywall Finishing Set,TapeTech,simple,toolset,,2,15TTE,15TTE,Corner Roller,1,ready,
TTFFS,TapeTech Value Drywall Finishing Set,TapeTech,simple,toolset,,3,48TT,48TT,3 in. EasyRoll Adjustable Corner Finisher,1,ready,
TTFFS,TapeTech Value Drywall Finishing Set,TapeTech,simple,toolset,,4,CA08TT,CA08TT,8 in. Corner Applicator,1,ready,
TTFFS,TapeTech Value Drywall Finishing Set,TapeTech,simple,toolset,,5,76TT,76TT,Loading Pump,1,ready,
TTFFS,TapeTech Value Drywall Finishing Set,TapeTech,simple,toolset,,6,90TT,90T,Flat Box Filler,1,mapped_alias,Source SKU 90TT mapped to Veeqo SKU 90T.
TTFFS,TapeTech Value Drywall Finishing Set,TapeTech,simple,toolset,,7,CFA-TT,CFA-TT,Corner Finisher Adapter for FHTT Handle,1,ready,
TTFFS,TapeTech Value Drywall Finishing Set,TapeTech,simple,toolset,,8,FHTT,FHTT,Interchangeable Fiberglass Support Handle,1,ready,
TTFFS,TapeTech Value Drywall Finishing Set,TapeTech,simple,toolset,,9,8042TT,8042TT,42 in. Flat Box Handle,1,ready,
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,0,07TT,07TT,EasyClean Automatic Taper,1,ready,
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,1,76TT,76TT,Loading Pump,1,ready,
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,2,85TT,85T,Gooseneck,1,mapped_alias,Source SKU 85TT mapped to Veeqo SKU 85T.
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,3,90TT,90T,Filler,1,mapped_alias,Source SKU 90TT mapped to Veeqo SKU 90T.
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,4,15TTE,15TTE,Corner Roller,1,ready,
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,5,8042TT,8042TT,42 in. Flat Box Handle,1,ready,
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,6,EZ07TT,EZ07TT,7 in. EasyClean Flat Box with EasyRoll Wheels,1,ready,
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,7,EZ10TT,EZ10TT,10 in. EasyClean Flat Box with EasyRoll Wheels,1,ready,
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,8,48TT,48TT,3 in. EasyRoll Adjustable Corner Finisher,1,ready,
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,9,CA08TT,CA08TT,8 in. Corner Applicator,1,ready,
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,10,FHTT,FHTT,Interchangeable Fiberglass Support Handle,1,ready,
TTFTFS,TapeTech Value Full Drywall Taping & Finishing Set,TapeTech,simple,toolset,,11,CFA-TT,CFA-TT,Corner Finisher Adapter for FHTT Handle,1,ready,
