severity,category,line,id,type,sku,brand,name,detail,recommendation
high,bad_seo_canonical_nonvariation,1048,13411,simple,210024F,TapeTech,"7"" Wiper For Power Assist ECH/TTEC Boxes",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1049,13412,simple,210058F,TapeTech,Latch,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1050,13413,simple,210059,TapeTech,Shoulder Screw,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1051,13414,simple,212086,TapeTech,Power Assist Hook,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1052,13415,simple,213051,TapeTech,"Box Wheel, side guide",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1053,13416,simple,215,TapeTech,Drive Dog Assembly Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1054,13417,simple,219091,TapeTech,Spring,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1055,13418,simple,219092,TapeTech,"4-40 X 1"" Bind Head Screw",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1056,13419,simple,219095,TapeTech,#4 NYLON FLAT WASHER,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1057,13420,simple,250009,TapeTech,"10"" Shim",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1058,13421,simple,250026F,TapeTech,"New Wiper One Piece For 10"" Flat Box",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1059,13422,simple,250040F,TapeTech,"10"" Tie Rod",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1060,13423,simple,251023G,TapeTech,Side Plate,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1061,13424,simple,251025G,TapeTech,Side Plate,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1062,13425,simple,254005,TapeTech,"10"" Clamp Assembly",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1063,13426,simple,256027G,TapeTech,"10"" Gold Pressure Plate",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1064,13427,simple,260024F,TapeTech,"10"" Wiper",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1065,13428,simple,300009,TapeTech,"12"" Shim",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1066,13429,simple,300026F,TapeTech,12 in TapeTech Flat Box Wiper,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1067,13430,simple,300040F,TapeTech,"12"" Tie Rod",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1068,13431,simple,306027G,TapeTech,"12"" Pressure Plate (Gold)",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1069,13432,simple,310024F,TapeTech,"12"" Viton Wiper",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1070,13433,simple,310051F,TapeTech,Flat Box Wheel,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1071,13434,simple,310071,TapeTech,"12"" Spacer Rod",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1072,13435,simple,310096,TapeTech,"12"" SEAL",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1073,13436,simple,335,TapeTech,Piston Assembly Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1074,13437,simple,340,TapeTech,Cutter Chain Assembly Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1075,13438,simple,350008,TapeTech,"8"" Wiper Set",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1076,13439,simple,350033F,TapeTech,Seal Block,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1077,13440,simple,402002F,TapeTech,4800 Spring Retainer,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1078,13441,simple,402006,TapeTech,Insert Socket For Angle Heads,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1079,13442,simple,402012,TapeTech,Ball Retainer,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1080,13443,simple,402017F,TapeTech,Center Clip (Short),Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1081,13444,simple,402033,TapeTech,Ball Coupling,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1082,13445,simple,4090136,TapeTech,4-40 X 1/8 Socket Head SST Setscrew (6),Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1084,13447,simple,411003,TapeTech,Part 411003,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1085,13448,simple,450009F,TapeTech,"3"" Angle Head Carbide Blade",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1086,13449,simple,480002F,TapeTech,4040 Wear Pad,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1087,13450,simple,480005,TapeTech,Outside Tension Spring,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1088,13451,simple,480021,TapeTech,Inside Tension Spring,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1089,13452,simple,480027,TapeTech,Wheel Bushing,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1090,13453,simple,480209,TapeTech,"3-1/2"" Angle Head Carbide Blade",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1091,13454,simple,486001F,TapeTech,"3"" Easy Roll Head Casting",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1093,13456,simple,499024,TapeTech,Washer - .188Id X,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1094,13457,simple,500028,TapeTech,7 in TapeTech Wiper,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1095,13458,simple,501A,TapeTech,Taper Repair Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1096,13459,simple,501C10,TapeTech,10 in TapeTech Flat Box Repair Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1097,13460,simple,501C12,TapeTech,12 in TapeTech Flat Box Repair Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1098,13461,simple,501C15,TapeTech,"TapeTech 15"" EZ15 Wear Parts Kit",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1099,13462,simple,501C7,TapeTech,7 in TapeTech Flat Box Repair Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1100,13463,simple,501F25A,TapeTech,"2.5"" Corner Finisher Maintenance Kit",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1101,13464,simple,501F2A,TapeTech,2 in TapeTech Corner Finisher Repair Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1102,13465,simple,501F3A,TapeTech,3 in TapeTech Corner Finisher Repair Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1103,13466,simple,501F4A,TapeTech,3 in TapeTech EZ Roll Adjustable Corner Finisher Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1104,13467,simple,501H,TapeTech,#1 Pump Repair Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1105,13468,simple,501J,TapeTech,Pump Maintenance Kit for 76TT,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1106,13469,simple,501RSE,TapeTech,Inside Corner Roller Repair Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1107,13470,simple,502005F,TapeTech,"7"" Pivot Pressure Plate",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1108,13471,simple,502006,TapeTech,PIVOTBEARING,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1109,13472,simple,502007,TapeTech,Bearing,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1110,13473,simple,502034,TapeTech,Latch for Corner Box,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1111,13474,simple,502A,TapeTech,#2 Taper Repair Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1112,13475,simple,502CN,TapeTech,Flat Box Wheel Repair Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1113,13476,variable,TTCORNERFINISHERBLADEKIT,TapeTech,TapeTech Corner Finisher Blade Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1114,13477,simple,502F25,TapeTech,"2.5"" Corner Finisher Blade Change Kit",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1115,13478,simple,502F4,TapeTech,3 in TapeTech EZ Roll Corner Finisher Blade Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1116,13479,simple,502F4X,TapeTech,"3.5"" Easy Roll Corner Finisher Blade Repair Kit for 48XTT",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1117,13480,simple,502H,TapeTech,#2 Pump Repair Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1118,13481,simple,506009,TapeTech,Stainless Steel Cone,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1119,13482,simple,509008,TapeTech,"10-32 X 1/2"" Bind Head Screw +",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1120,13483,simple,600007,TapeTech,"TapeTech Skid 2"" Nail Spotter",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1121,13484,simple,630009,TapeTech,"2"" Nail Spotter Facing",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1122,13485,simple,631015,TapeTech,"TapeTech® 2"" Nail Spotter Wiper",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1123,13486,simple,632026,TapeTech,"Spring, Nail Spotter",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1124,13487,simple,634028,TapeTech,"2"" Pressure Plate Assembly w/ New Style Tab",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1125,13488,simple,650007,TapeTech,Skid for NS03TT,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1126,13489,simple,650040,TapeTech,Special Washer,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1127,13490,simple,680030,TapeTech,"3"" Nail Spotter Insert",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1128,13491,simple,681015,TapeTech,"3"" Wiper For EZ Clean Nailspotter",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1129,13492,simple,700004F,TapeTech,Gland,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1130,13493,simple,700010F,TapeTech,Valve Seal,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1131,13494,simple,700032F,TapeTech,Pump Fine Mesh Screen,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1132,13495,simple,700033F,TapeTech,Pump Coarse Mesh Screen,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1133,13496,simple,700036,TapeTech,5/16-24 X 1-7/16 Stud,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1134,13497,simple,70173,TapeTech,"TapeTech 10"" & 12"" Finishing Box Full Set",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1135,13498,simple,702031F,TapeTech,TapeTech Handle Ball,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1136,13499,simple,704040,TapeTech,Filler Tube Assembly,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1137,13500,simple,709007,TapeTech,"Hex Head Nut - 5/16"" X 24 - 6 Pack",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1138,13501,simple,709046,TapeTech,Lock Clip,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1139,13502,simple,720009,TapeTech,Piston Cup,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1140,13503,simple,72017,TapeTech,TapeTech Blue Steel Taping Knife Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1141,13504,simple,72019,TapeTech,TapeTech Stainless Steel Taping Knife Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1142,13505,simple,72020,TapeTech,TapeTech Carbon Steel Joint Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1143,13506,simple,72021,TapeTech,TapeTech Stainless Steel Joint Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1144,13507,simple,72022,TapeTech,TapeTech Blue Steel Taping Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1145,13508,simple,72023,TapeTech,TapeTech Stainless Steel Taping Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1146,13509,simple,72024,TapeTech,TapeTech Pro Stainless Steel Hand Tool Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1147,13510,simple,72025,TapeTech,TapeTech Pro Blue Steel Hand Tool Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1148,13511,simple,72026,TapeTech,TapeTech ProMAXX Stainless Steel Hand Tool Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1149,13512,simple,72027,TapeTech,TapeTech ProMAXX Blue Steel Hand Tool Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1150,13513,simple,72028,TapeTech,TapeTech Starter Knife Set I,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1151,13514,simple,72029,TapeTech,TapeTech Premium Finishing Knife Set I,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1152,13515,simple,72030,TapeTech,TapeTech Starter Knife Set II,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1153,13516,simple,72031,TapeTech,TapeTech Premium Finishing Knife Set II,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1154,13517,simple,72032,TapeTech,TapeTech Finishing Knife Set III,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1155,13518,simple,72033,TapeTech,TapeTech Premium Finishing Knife Set III,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1156,13519,simple,72034,TapeTech,TapeTech Pro Finishing Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1157,13520,simple,72035,TapeTech,TapeTech ProMAXX Finishing Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1158,13521,simple,72050,TapeTech,"TapeTech 14/18/24/32"" Finishing Knife Set",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1159,13522,simple,72051,TapeTech,TapeTech Finishing Knife Set II,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1160,13523,variable,TTFINISHINGKNIFEROLLERSET,TapeTech,TapeTech Finishing Knife and Compound Roller Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1161,13524,simple,72053,TapeTech,TapeTech Finishing Knife Set I,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1162,13525,simple,72055,TapeTech,"TapeTech 24"" Premium Finishing Knife and 9"" Compound Roller Set w/ Support Handle/Adapter",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1163,13526,simple,72060,TapeTech,"TapeTech 32"" Premium Finishing Knife and 9"" Compound Roller Kit w/ Support Handle/Adapter",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1164,13527,simple,72066,TapeTech,TapeTech Deluxe Finishing Knife Set,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1165,13528,simple,72067,TapeTech,TapeTech Semi - Auto Taping Tool Kit,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1166,13529,simple,722039,TapeTech,Discharge Tube,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1167,13530,simple,729009,TapeTech,"Wiper, U-Cup",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1168,13531,simple,729060,TapeTech,O-Ring Gasket - Large,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1169,13532,simple,729072,TapeTech,Head O-Ring,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1170,13533,simple,762011,TapeTech,"Foot Valve, Universal",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1171,13534,variable,TTEASYCLEANLOADINGPUMP,TapeTech,TapeTech EasyClean® Loading Pump,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1172,13535,simple,76TTW90T,TapeTech,TapeTech EasyClean® Loading Pump with Box Filler,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1173,13536,simple,800008,TapeTech,Pivot Arm For Box Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1174,13537,simple,800018F,TapeTech,Box Handle Notched Connector Plate,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1175,13538,simple,800021F,TapeTech,Pin,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1176,13539,simple,800027,TapeTech,Short Connector,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1177,13540,simple,801009,TapeTech,Coupling Pin (Repair Only Box Handles),Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1178,13541,simple,804003F,TapeTech,Grip Assembly For Box Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1179,13542,simple,804234,TapeTech,"34"" Connector Assembly",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1180,13543,simple,804254,TapeTech,54 in TapeTech Connector Assembly,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1181,13544,simple,804272,TapeTech,"72"" Connector Assembly",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1182,13545,simple,808015F,TapeTech,"Hing Assy., Universal With Serial Number",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1183,13546,simple,809011,TapeTech,3/4 in x 5/16-18 TapeTech Dog Point Thumbscrew,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1184,13547,simple,811018,TapeTech,"Connector Plate, Notched",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1185,13548,simple,819038,TapeTech,Grip Adjuster Spring,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1186,13549,simple,857355,TapeTech,Gooseneck Cleaning Brush,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1187,13550,simple,859016,TapeTech,"Round Vinyl Black Cap, .315- ID, 2"" DP",Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1188,13551,simple,85T,TapeTech,TapeTech Gooseneck,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1189,13552,simple,85XLTT,TapeTech,TapeTech XL Gooseneck for 76XLTT Pump,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1190,13553,simple,861014,TapeTech,Gooseneck Spacer,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1191,13554,simple,880028,TapeTech,Compression Spring,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1192,13555,simple,880038,TapeTech,CONNECTING ROD,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1193,13556,simple,880042,TapeTech,TapeTech Rubber Grip Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1194,13557,simple,880053,TapeTech,Lock Block,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1195,13558,simple,882012,TapeTech,Acutator Clip Pin,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1196,13559,simple,882013,TapeTech,Locking Pin,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1197,13560,simple,882014,TapeTech,Locking Clip,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1198,13561,simple,883020,TapeTech,Extrusion Insert for XH-TT,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1199,13562,simple,889017,TapeTech,Conical Spring,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1200,13563,simple,889030,TapeTech,4-40 X 3/16 Fillisterhead Screw,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1201,13564,simple,889035,TapeTech,6-32 x 1/4 Pan Head Screw,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1202,13565,simple,889055,TapeTech,Nylon Spacer,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1203,13566,simple,88TTE,TapeTech,TapeTech Xtender Flat Box Handle,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1204,13567,simple,90T,TapeTech,TapeTech Box Filler,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1205,13568,simple,90TT,TapeTech,Filler Adapter,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1206,13569,simple,920003,TapeTech,Ball Coupling,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
high,bad_seo_canonical_nonvariation,1207,13570,simple,AEM34491,TapeTech,Mud Jam Clear Tool,Canonical is 'v2-production-normalized'.,Set canonical to a valid /product/.../ path.
