"Type","SKU","Parent SKU","Slug","Name","Published","Visibility in catalog","Short description","Description","Regular price","In stock?","Stock","Categories","Tags","Brands","Images","Parent","Position","Attribute 1 name","Attribute 1 value(s)","Attribute 2 name","Attribute 2 value(s)","Attribute 3 name","Attribute 3 value(s)","Attribute 4 name","Attribute 4 value(s)","Attribute 5 name","Attribute 5 value(s)","meta:product_family","meta:series","meta:model","meta:search_keywords","meta:synonyms","meta:compatible_with","meta:replacement_for","meta:seo_title","meta:seo_description","meta:seo_canonical","meta:seo_robots","meta:seo_focus_keyword","meta:seo_secondary_keywords","meta:schema_brand","meta:schema_mpn","meta:schema_condition"
"variation","PT-CF3.5","PT-CF","platinum-angle-head-corner-finisher-with-wheels-3-5","Platinum Angle Head Corner Finisher with Wheels - 3.5""","1","visible","","","259.0","1","","Drywall Finishing Tools > Platinum Drywall Tools > Corner Tools","3.5 inch angle head, PT-CF3.5, corner finisher, internal corner tool, cast aluminum head","Platinum Drywall Tools","","PT-CF","148","Size","3.5""","","","","","","","","","Platinum 3.5"" Angle Head Corner Finisher with Wheels (PT","","PT-CF3.5","Platinum 3.5"" Angle Head Corner Finisher with Wheels (PT-CF3.5), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Corner Tools, PT-CF3.5","","","","Platinum Angle Head Corner Finisher with Wheels - 3.5""","","","index,follow","Platinum 3.5"" Angle Head Corner Finisher with Wheels (PT-CF3.5)","","Platinum Drywall Tools","PT-CF3.5","NewCondition"
"simple","PT-CFH50","","platinum-50-angle-head-handle","Platinum 50"" Angle Head Handle","1","visible","The Platinum 50"" Angle Head Handle is a professional-grade, anodized aluminum tool featuring an ergonomic rubber grip and adjustable ball tension for precise, efficient corner finishing.","<p><strong>Platinum 50"" Angle Head Handle (PT-CFH50)</strong> provides the essential reach and leverage required for professional drywall contractors to achieve consistent, high-quality corner finishes. Engineered for the rigors of daily job-site use, this handle is constructed from high-strength, anodized aluminum, offering a robust yet lightweight solution that minimizes operator fatigue during extended finishing sessions.</p><p>This tool is designed for seamless integration with standard angle heads and corner finishers. The inclusion of an adjustable ball grip allows for precise tension control, ensuring the angle head maintains optimal contact with the wall surface for a smooth, feathered finish. The ergonomic rubber grip at the base provides a secure, comfortable hold, enhancing maneuverability when working on high ceilings or challenging corner angles.</p><p><strong>Features:</strong></p><ul><li><strong>Durable Construction:</strong> Manufactured from premium anodized aluminum to ensure long-term resistance to corrosion and job-site wear.</li><li><strong>Extended Reach:</strong> The 50-inch length offers superior access to high-wall corners and ceilings without the need for additional scaffolding.</li><li><strong>Ergonomic Design:</strong> Features a high-traction rubber grip to improve comfort and reduce hand strain during repetitive tasks.</li><li><strong>Adjustable Ball Grip:</strong> Enables fine-tuned tension and control, allowing for precise operation of the attached angle head.</li><li><strong>Universal Compatibility:</strong> Designed to fit most major brands of automatic drywall corner finishers and angle heads.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum Drywall Tools</td></tr><tr><td>SKU</td><td>PT-CFH50</td></tr><tr><td>Material</td><td>Anodized Aluminum</td></tr><tr><td>Length</td><td>50 inches</td></tr><tr><td>Grip Type</td><td>Rubber / Adjustable Ball Grip</td></tr><tr><td>Category</td><td>Drywall Finishing Tools</td></tr></tbody></table>","49.0","1","100.0","Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions","50 inch handle, PT-CFH50, angle head handle, corner finisher handle, anodized aluminum","Platinum Drywall Tools","","","226","","","","","","","","","","","Platinum 50"" Angle Head Handle (PT","","PT-CFH50","Platinum 50"" Angle Head Handle (PT-CFH50), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions, PT-CFH50","","","","Platinum 50"" Angle Head Handle","The Platinum 50"" Angle Head Handle is a professional-grade, anodized aluminum tool featuring an ergonomic rubber grip and adjustable ball tension for preci","","index,follow","Platinum 50"" Angle Head Handle (PT-CFH50)","","Platinum Drywall Tools","PT-CFH50","NewCondition"
"simple","PT-CP","","platinum-drywall-pump-w-filler","Platinum Drywall Pump w/Filler","1","visible","The Platinum Drywall Pump w/Filler (PT-CP) is a precision-machined, anodized aluminum loading pump designed for durability and efficiency. It includes a universal box filler attachment for seamless integration with standard drywall finishing tools.","<p><strong>Platinum Drywall Pump w/Filler (PT-CP)</strong> provides a high-capacity solution for transferring joint compound into finishing tools with speed and consistency. This pump minimizes manual labor by streamlining the loading process, allowing contractors to maintain a steady pace throughout the workday.</p><p>Constructed from anodized aluminum, the unit is built to withstand the rigors of daily job site use while resisting corrosion. The design prioritizes ease of maintenance and reliable performance, ensuring long-term utility for professional finishing applications.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Engineering:</strong> Machined components ensure smooth operation and consistent material flow during every cycle.</li><li><strong>Durable Housing:</strong> Anodized aluminum construction provides superior protection against wear and environmental exposure.</li><li><strong>Versatile Integration:</strong> Includes a standard box filler attachment compatible with most major brands of flat boxes, corner boxes, and nail spotters.</li><li><strong>Efficiency Gains:</strong> Significantly reduces loading time and operator fatigue, optimizing overall site productivity.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum</td></tr><tr><td>SKU</td><td>PT-CP</td></tr><tr><td>Material</td><td>Anodized Aluminum</td></tr><tr><td>Includes</td><td>Box Filler Attachment</td></tr><tr><td>Compatibility</td><td>Standard Flat Boxes, Corner Boxes, Nail Spotters</td></tr></tbody></table>","269.0","1","100.0","Drywall Finishing Tools > Platinum Drywall Tools > Mud Pans & Pumps","drywall pump, loading pump, PT-CP, joint compound pump, mud pump","Platinum Drywall Tools","","","283","","","","","","","","","","","Platinum Drywall Pump w/Filler (PT","","PT-CP","Platinum Drywall Pump w/Filler (PT-CP), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Mud Pans & Pumps, PT-CP","","","","Platinum Drywall Pump w/Filler","The Platinum Drywall Pump w/Filler (PT-CP) is a precision-machined, anodized aluminum loading pump designed for durability and efficiency. It includes a un","","index,follow","Platinum Drywall Pump w/Filler (PT-CP)","","Platinum Drywall Tools","PT-CP","NewCondition"
"simple","PT-CR","","platinum-inside-corner-roller","Platinum Inside Corner Roller","1","visible","The Platinum Inside Corner Roller (PT-CR) is a professional-grade tool designed to firmly embed paper tape into 90-degree inside corners. It efficiently removes air pockets and excess compound, creating a sharp, clean, and durable corner foundation.","<p><strong>Platinum Inside Corner Roller (PT-CR)</strong> is a professional-grade tool engineered to seat paper tape firmly into 90-degree drywall corners. By applying uniform pressure, this roller forces out excess joint compound and eliminates trapped air, ensuring a clean, sharp profile that requires minimal sanding before subsequent coats.</p><p>This tool is designed to integrate into high-efficiency finishing workflows, replacing manual hand-tooling with a rapid, consistent rolling motion. Its robust construction provides the durability required for daily use on residential and commercial job sites, helping to achieve professional-grade, bubble-free seams with every pass.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Calibration:</strong> Specifically engineered for 90-degree inside corners to ensure accurate tape alignment and a sharp finish.</li><li><strong>Optimized Adhesion:</strong> Effectively removes air pockets and excess compound to create a secure, durable bond between the tape and substrate.</li><li><strong>Workflow Efficiency:</strong> Accelerates the taping process by replacing time-consuming manual work with a single, consistent rolling pass.</li><li><strong>System Compatibility:</strong> Designed to work seamlessly with standard corner finishing systems and angle heads to finalize corner geometry.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum</td></tr><tr><td>SKU</td><td>PT-CR</td></tr><tr><td>Product Type</td><td>Inside Corner Roller</td></tr><tr><td>Application</td><td>Drywall Taping and Finishing</td></tr><tr><td>Corner Angle</td><td>90 Degrees</td></tr><tr><td>Price</td><td>$79.99</td></tr></tbody></table>","79.99","1","100.0","Drywall Finishing Tools > Platinum Drywall Tools > Corner Tools","90 degree roller, corner roller, inside corner roller, PT-CR, tape embedding","Platinum Drywall Tools","","","152","","","","","","","","","","","Platinum Inside Corner Roller (PT","","PT-CR","Platinum Inside Corner Roller (PT-CR), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Corner Tools, PT-CR","","","","Platinum Inside Corner Roller","The Platinum Inside Corner Roller (PT-CR) is a professional-grade tool designed to firmly embed paper tape into 90-degree inside corners. It efficiently re","","index,follow","Platinum Inside Corner Roller (PT-CR)","","Platinum Drywall Tools","PT-CR","NewCondition"
"simple","PT-CRE","","platinum-eco-inside-corner-roller","Platinum ECO Inside Corner Roller","1","visible","The Platinum ECO Inside Corner Roller uses non-marring nylon wheels to embed tape into 90-degree corners. Features a universal threaded connection for use with standard extension poles.","<p><strong>Platinum ECO Inside Corner Roller (PT-CRE)</strong> streamlines the process of embedding drywall tape into 90-degree interior angles. This tool applies uniform pressure to force tape into the corner, effectively eliminating air pockets and excess joint compound for a clean, professional finish.</p><p>Designed for high-volume finishing, the roller features specialized nylon wheels that protect tape and corner beads from surface damage. Its lightweight construction minimizes fatigue during extended use, while the universal threaded mount allows for quick attachment to standard extension poles for high-reach applications.</p><p><strong>Features:</strong></p><ul><li><strong>Non-Marring Nylon Rollers:</strong> Applies consistent pressure without damaging tape or corner beads.</li><li><strong>Universal Threaded Connection:</strong> Fits standard coarse-thread painter’s poles and broom handles.</li><li><strong>Ergonomic Build:</strong> Lightweight design reduces wrist and arm strain during repetitive tasks.</li><li><strong>Job Site Durability:</strong> Engineered to withstand the rigors of daily professional drywall finishing.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum</td></tr><tr><td>SKU</td><td>PT-CRE</td></tr><tr><td>Tool Type</td><td>Inside Corner Roller</td></tr><tr><td>Material</td><td>Nylon Rollers</td></tr><tr><td>Compatibility</td><td>Standard Coarse Thread Poles</td></tr></tbody></table>","59.0","1","100.0","Drywall Finishing Tools > Platinum Drywall Tools > Corner Tools","corner roller, inside corner roller, PT-CRE, eco roller, nylon roller","Platinum Drywall Tools","","","150","","","","","","","","","","","Platinum ECO Inside Corner Roller (PT","","PT-CRE","Platinum ECO Inside Corner Roller (PT-CRE), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Corner Tools, PT-CRE","","","","Platinum ECO Inside Corner Roller","The Platinum ECO Inside Corner Roller uses non-marring nylon wheels to embed tape into 90-degree corners. Features a universal threaded connection for use ","","index,follow","Platinum ECO Inside Corner Roller (PT-CRE)","","Platinum Drywall Tools","PT-CRE","NewCondition"
"simple","PT-CRH50","","platinum-50-corner-roller-handle","Platinum 50"" Corner Roller Handle","1","visible","The Platinum 50"" Corner Roller Handle is a durable, anodized aluminum tool designed for professional drywall finishing. It features an extended reach, a high-traction rubber grip, and an adjustable ball grip for precise control in high corners and ceilings.","<p><strong>Platinum 50"" Corner Roller Handle (PT-CRH50)</strong> provides the necessary reach and leverage for professional drywall finishing, specifically designed to embed tape into internal corners and ceilings. This tool is built to withstand the demanding conditions of active job sites, ensuring consistent performance when paired with standard corner roller heads.</p><p>The handle is manufactured from high-grade anodized aluminum, offering a rigid, lightweight structure that resists corrosion and daily wear. Its 50-inch length allows for extended reach, reducing the need for ladders or awkward positioning during high-wall applications. The design focuses on operator control, featuring a high-traction rubber grip for a secure hold and an adjustable ball grip that enables precise pressure application for a clean, professional finish.</p><p><strong>Features:</strong></p><ul><li><strong>Anodized Aluminum Construction:</strong> Provides a durable, corrosion-resistant frame that maintains structural integrity under heavy, daily use.</li><li><strong>Extended 50-inch Reach:</strong> Optimized for accessing high corners and ceilings, improving productivity and safety on the job site.</li><li><strong>Dual-Grip System:</strong> Includes a primary high-traction rubber grip and a secondary adjustable ball grip for superior maneuverability and pressure control.</li><li><strong>Universal Compatibility:</strong> Engineered to integrate seamlessly with standard corner roller heads for versatile use in any finishing kit.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum</td></tr><tr><td>SKU</td><td>PT-CRH50</td></tr><tr><td>Material</td><td>Anodized Aluminum</td></tr><tr><td>Length</td><td>50 inches</td></tr><tr><td>Grip Type</td><td>Rubberized / Adjustable Ball Grip</td></tr></tbody></table>","59.0","1","100.0","Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions","50 inch handle, PT-CRH50, corner roller handle, anodized aluminum, roller handle","Platinum Drywall Tools","","","228","","","","","","","","","","","Platinum 50"" Corner Roller Handle (PT","","PT-CRH50","Platinum 50"" Corner Roller Handle (PT-CRH50), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions, PT-CRH50","","","","Platinum 50"" Corner Roller Handle","The Platinum 50"" Corner Roller Handle is a durable, anodized aluminum tool designed for professional drywall finishing. It features an extended reach, a hi","","index,follow","Platinum 50"" Corner Roller Handle (PT-CRH50)","","Platinum Drywall Tools","PT-CRH50","NewCondition"
"variable","PT-CT","","platinum-compound-tube","Platinum Compound Tube","1","visible","High-capacity Platinum Compound Tube (24""–42"") for rapid, precise mud application. Semi-automatic syringe-style design compatible with multiple applicator heads.","<p>The Platinum Compound Tube series offers a high-capacity, semi-automatic delivery system for joint compound on drywall seams and corners. Functioning as a precision syringe, these tubes enable rapid loading directly from compound buckets, eliminating manual pan-and-knife labor while ensuring uniform material distribution. Available in 24"", 36"", and 42"" lengths, they provide the perfect balance of mud capacity and maneuverability for various job site conditions. Constructed from high-grade materials for daily professional use, they accept a wide range of applicator heads for both flat and corner finishing.</p><ul><li><strong>Rapid Loading:</strong> Efficient suction system allows for fast, clean refills directly from compound containers.</li><li><strong>High-Efficiency Output:</strong> Delivers a consistent ribbon of compound to accelerate finishing workflows.</li><li><strong>Modular Design:</strong> Compatible with various applicator heads for maximum job site versatility.</li><li><strong>Durable Construction:</strong> Engineered to withstand heavy-duty use in professional environments.</li><li><strong>Available Lengths:</strong> 24"" (PT-CT24), 36"" (PT-CT36), and 42"" (PT-CT42).</li></ul>","","1","","Drywall Finishing Tools > Platinum Drywall Tools > Parts","PT-CT24, PT-CT36, PT-CT42, compound tube, mud tube","Platinum Drywall Tools","","","627","Size","24"" | 36"" | 42""","","","","","","","","","Platinum Compound Tube","","PT-CT","Platinum Compound Tube, Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Parts, PT-CT","","","","Platinum Compound Tube","High-capacity Platinum Compound Tube (24""–42"") for rapid, precise mud application. Semi-automatic syringe-style design compatible with multiple applicator ","","index,follow","Platinum Compound Tube","","Platinum Drywall Tools","PT-CT","NewCondition"
"variation","PT-CT24","PT-CT","platinum-compound-tube-24","Platinum Compound Tube - 24""","1","visible","","","150.0","1","","Drywall Finishing Tools > Platinum Drywall Tools > Parts","24 inch compound tube, PT-CT24, mud tube, syringe, mud applicator","Platinum Drywall Tools","","PT-CT","628","Size","24""","","","","","","","","","Platinum 24"" Compound Tube (PT","","PT-CT24","Platinum 24"" Compound Tube (PT-CT24), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Parts, PT-CT24","","","","Platinum Compound Tube - 24""","","","index,follow","Platinum 24"" Compound Tube (PT-CT24)","","Platinum Drywall Tools","PT-CT24","NewCondition"
"variation","PT-CT36","PT-CT","platinum-compound-tube-36","Platinum Compound Tube - 36""","1","visible","","","155.0","1","","Drywall Finishing Tools > Platinum Drywall Tools > Parts","36 inch compound tube, PT-CT36, mud tube, syringe, mud applicator","Platinum Drywall Tools","","PT-CT","629","Size","36""","","","","","","","","","Platinum 36"" Compound Tube (PT","","PT-CT36","Platinum 36"" Compound Tube (PT-CT36), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Parts, PT-CT36","","","","Platinum Compound Tube - 36""","","","index,follow","Platinum 36"" Compound Tube (PT-CT36)","","Platinum Drywall Tools","PT-CT36","NewCondition"
"variation","PT-CT42","PT-CT","platinum-compound-tube-42","Platinum Compound Tube - 42""","1","visible","","","160.0","1","","Drywall Finishing Tools > Platinum Drywall Tools > Parts","42 inch compound tube, PT-CT42, mud tube, syringe, mud applicator","Platinum Drywall Tools","","PT-CT","630","Size","42""","","","","","","","","","Platinum 42"" Compound Tube (PT","","PT-CT42","Platinum 42"" Compound Tube (PT-CT42), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Parts, PT-CT42","","","","Platinum Compound Tube - 42""","","","index,follow","Platinum 42"" Compound Tube (PT-CT42)","","Platinum Drywall Tools","PT-CT42","NewCondition"
"simple","PT-EBH","","platinum-extendable-flat-box-handle-40-64","Platinum Extendable Flat Box Handle 40"" – 64""","1","visible","The Platinum Extendable Flat Box Handle offers a 40"" to 64"" telescopic range and a secure locking system. Built from lightweight, corrosion-resistant anodized aluminum, it provides the leverage and control needed for consistent, professional-grade drywall finishing.","<p><strong>Platinum Extendable Flat Box Handle 40"" – 64"" (PT-EBH)</strong> provides the necessary reach and leverage for efficient drywall finishing across varying wall and ceiling heights. This tool eliminates the need for constant ladder repositioning, allowing for consistent compound application and a professional finish in less time. Engineered for durability, it stands up to the daily demands of active job sites while maintaining a lightweight profile that minimizes operator fatigue.</p><p>Constructed from high-grade anodized aluminum, this handle is built to resist corrosion and provide long-term reliability. The integrated telescopic mechanism allows for rapid, secure length adjustments, while the high-tension locking system prevents slippage during use, ensuring steady pressure for streak-free results. It is designed to integrate with standard flat finishing boxes, making it a versatile addition to any professional taping and finishing kit.</p><p><strong>Features:</strong></p><ul><li><strong>Telescopic Versatility:</strong> Adjustable length from 40 to 64 inches enables seamless transitions between standard wall work and elevated ceiling applications.</li><li><strong>Durable Construction:</strong> Manufactured from anodized aluminum to withstand rigorous daily use while remaining lightweight for reduced physical strain.</li><li><strong>Secure Locking Mechanism:</strong> A high-tension lock keeps the handle firmly at the selected length, ensuring consistent pressure and preventing unwanted movement.</li><li><strong>Ergonomic Control:</strong> Designed for superior leverage and tactile feedback, facilitating precise handling and professional-grade finishing results.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum</td></tr><tr><td>SKU</td><td>PT-EBH</td></tr><tr><td>Product Type</td><td>Extendable Flat Box Handle</td></tr><tr><td>Material</td><td>Anodized Aluminum</td></tr><tr><td>Adjustable Length</td><td>40"" – 64""</td></tr><tr><td>Category</td><td>Drywall Finishing Tools</td></tr></tbody></table>","169.0","1","100.0","Drywall Finishing Tools > Platinum Drywall Tools > Flat Boxes","40-64 inch handle, PT-EBH, telescopic handle, anodized aluminum, extendable flat box handle","Platinum Drywall Tools","","","51","","","","","","","","","","","Platinum Extendable Flat Box Handle 40"" – 64"" (PT","","PT-EBH","Platinum Extendable Flat Box Handle 40"" – 64"" (PT-EBH), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Flat Boxes, PT-EBH","","","","Platinum Extendable Flat Box Handle 40"" – 64""","The Platinum Extendable Flat Box Handle offers a 40"" to 64"" telescopic range and a secure locking system. Built from lightweight, corrosion-resistant anodi","","index,follow","Platinum Extendable Flat Box Handle 40"" – 64"" (PT-EBH)","","Platinum Drywall Tools","PT-EBH","NewCondition"
"simple","PT-EXT3IN1-1","","platinum-extendable-angle-head-handle","Platinum Extendable Angle Head Handle","1","visible","Platinum Extendable Angle Head Handle features a 45–70"" telescoping range for high-reach drywall finishing. Built from lightweight, durable aluminum with ergonomic grips for professional control.","<p><strong>Platinum Extendable Angle Head Handle (PT-EXT3IN1-1)</strong> provides the reach and leverage necessary for professional drywall finishing in high-ceiling or vaulted environments. By eliminating the need for ladders or scaffolding, this tool enables contractors to maintain consistent pressure and precision across elevated surfaces, significantly increasing job site efficiency.</p><p>Constructed from high-grade aluminum, the handle balances structural rigidity with a lightweight profile to reduce operator fatigue during extended use. The telescoping mechanism allows for rapid, secure adjustments between 45 and 70 inches, ensuring compatibility with a wide range of ceiling heights and complex corner configurations.</p><p><strong>Features:</strong></p><ul><li><strong>Telescoping Adjustment:</strong> Quickly locks at any length between 45 and 70 inches to accommodate varying ceiling heights and tight spaces.</li><li><strong>Durable Construction:</strong> Engineered from high-grade aluminum for a corrosion-resistant, long-lasting build that remains lightweight for daily production.</li><li><strong>Ergonomic Design:</strong> Outfitted with non-slip grips to enhance handling control and minimize hand strain during repetitive finishing tasks.</li><li><strong>Universal Compatibility:</strong> Designed to integrate seamlessly with standard industry angle heads and corner finishing tools.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum Drywall Tools</td></tr><tr><td>SKU</td><td>PT-EXT3IN1-1</td></tr><tr><td>Material</td><td>High-grade Aluminum</td></tr><tr><td>Adjustable Length</td><td>45"" - 70""</td></tr><tr><td>Compatibility</td><td>Standard Angle Heads &amp; Corner Finishers</td></tr></tbody></table>","75.0","1","100.0","Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions","45-70 inch handle, PT-EXT3IN1-1, telescopic handle, anodized aluminum, extendable angle head handle","Platinum Drywall Tools","","","229","","","","","","","","","","","Platinum Extendable Angle Head Handle (PT","","PT-EXT3IN1-1","Platinum Extendable Angle Head Handle (PT-EXT3IN1-1), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions, PT-EXT3IN1-1","","","","Platinum Extendable Angle Head Handle","Platinum Extendable Angle Head Handle features a 45–70"" telescoping range for high-reach drywall finishing. Built from lightweight, durable aluminum with e","","index,follow","Platinum Extendable Angle Head Handle (PT-EXT3IN1-1)","","Platinum Drywall Tools","PT-EXT3IN1-1","NewCondition"
"simple","PT-FA","","platinum-4-flat-applicator","Platinum 4"" Flat Applicator","1","visible","Platinum 4"" Flat Applicator (PT-FA) provides precise joint compound application for seams and butt joints. Features a durable, lightweight anodized aluminum body compatible with major industry compound tubes and angle boxes.","<p><strong>Platinum 4"" Flat Applicator (PT-FA)</strong> delivers precise, consistent joint compound distribution for professional drywall finishing. Engineered for efficiency, this 4-inch tool is specifically optimized for coating seams, butt joints, and fastener rows, while its compact profile allows for effortless navigation in tight spaces and detailed pre-fill applications.</p><p>Constructed from lightweight, anodized aluminum, this applicator balances long-term durability with reduced operator fatigue during high-volume work. It is designed for seamless integration into existing professional tool kits, offering broad compatibility with compound tubes, angle boxes, and MudRunners from major industry manufacturers.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Application:</strong> Ensures a uniform, even layer of joint compound to minimize sanding and rework.</li><li><strong>Universal Compatibility:</strong> Fits standard compound tubes, angle boxes, and MudRunners from leading brands including TapeTech, Columbia, and Level5.</li><li><strong>Compact Design:</strong> Optimized 4-inch width for detailed work and tight-access areas.</li><li><strong>Durable Build:</strong> Lightweight, anodized aluminum construction withstands the rigors of daily job site use.</li><li><strong>Warranty Protection:</strong> Includes a 5-year manufacturer's warranty for long-term reliability.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum Drywall Tools</td></tr><tr><td>SKU</td><td>PT-FA</td></tr><tr><td>Tool Type</td><td>Flat Applicator</td></tr><tr><td>Size</td><td>4 Inches</td></tr><tr><td>Material</td><td>Anodized Aluminum</td></tr><tr><td>Warranty</td><td>5-Year Limited Warranty</td></tr></tbody></table>","59.0","1","100.0","Drywall Finishing Tools > Platinum Drywall Tools > Corner Tools","4 inch flat applicator, mud head, PT-FA, seam tool, billet applicator","Platinum Drywall Tools","","","143","","","","","","","","","","","Platinum 4"" Flat Applicator (PT","","PT-FA","Platinum 4"" Flat Applicator (PT-FA), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Corner Tools, PT-FA","","","","Platinum 4"" Flat Applicator","Platinum 4"" Flat Applicator (PT-FA) provides precise joint compound application for seams and butt joints. Features a durable, lightweight anodized aluminu","","index,follow","Platinum 4"" Flat Applicator (PT-FA)","","Platinum Drywall Tools","PT-FA","NewCondition"
"variable","PT-FB","","platinum-flat-finishing-box","Platinum Flat Finishing Box","1","visible","Professional Platinum Flat Finishing Box (8""–14"") with pivoting axle and adjustable crown control for efficient, paint-ready joint finishing.","<p>The Platinum Flat Finishing Box series automates joint compound application and edge feathering on flat and butt joints in a single pass. Available in 8"", 10"", 12"", and 14"" widths, these boxes are designed for high-output professional environments. Featuring a pivoting axle that maintains constant contact with the wall and an integrated crown adjustment dial, they provide a uniform, paint-ready surface with minimal effort. Built with high-grade materials to withstand the rigors of daily job site use, Platinum Flat Boxes significantly reduce manual labor and sanding time.</p><ul><li><strong>One-Pass Finishing:</strong> Simultaneously dispenses compound and feathers edges for professional results.</li><li><strong>Adjustable Crown Control:</strong> Dedicated dial allows for precise thickness regulation based on coat requirements.</li><li><strong>Pivoting Axle:</strong> Ensures smooth operation and consistent mud flow on uneven drywall surfaces.</li><li><strong>Rugged Construction:</strong> Built for long-term durability in high-volume professional settings.</li><li><strong>Available Sizes:</strong> 8"" (PT-8FB), 10"" (PT-10FB), 12"" (PT-FB12), and 14"" (PT-14FB).</li></ul>","","1","","Drywall Finishing Tools > Platinum Drywall Tools > Flat Boxes","PT-8FB, PT-10FB, PT-FB12, PT-14FB, flat box","Platinum Drywall Tools","","","56","Size","8"" | 10"" | 12"" | 14""","","","","","","","","","Platinum Flat Finishing Box","","PT-FB","Platinum Flat Finishing Box, Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Flat Boxes, PT-FB","","","","Platinum Flat Finishing Box","Professional Platinum Flat Finishing Box (8""–14"") with pivoting axle and adjustable crown control for efficient, paint-ready joint finishing.","","index,follow","Platinum Flat Finishing Box","","Platinum Drywall Tools","PT-FB","NewCondition"
"variation","PT-10FB","PT-FB","platinum-flat-finishing-box-10","Platinum Flat Finishing Box - 10""","1","visible","","","195.0","1","","Drywall Finishing Tools > Platinum Drywall Tools > Flat Boxes","10 inch flat box, PT-10FB, finishing box, pivoting axle box, drywall finishing","Platinum Drywall Tools","","PT-FB","57","Size","10""","","","","","","","","","Platinum 10"" Flat Finishing Box (PT","","PT-10FB","Platinum 10"" Flat Finishing Box (PT-10FB), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Flat Boxes, PT-10FB","","","","Platinum Flat Finishing Box - 10""","","","index,follow","Platinum 10"" Flat Finishing Box (PT-10FB)","","Platinum Drywall Tools","PT-10FB","NewCondition"
"variation","PT-14FB","PT-FB","platinum-flat-finishing-box-14","Platinum Flat Finishing Box - 14""","1","visible","","","215.0","1","","Drywall Finishing Tools > Platinum Drywall Tools > Flat Boxes","14 inch flat box, PT-14FB, finishing box, pivoting axle box, drywall finishing","Platinum Drywall Tools","","PT-FB","59","Size","14""","","","","","","","","","Platinum 14"" Flat Finishing Box (PT","","PT-14FB","Platinum 14"" Flat Finishing Box (PT-14FB), Platinum Drywall Tools, Drywall Finishing Tools > Platinum Drywall Tools > Flat Boxes, PT-14FB","","","","Platinum Flat Finishing Box - 14""","","","index,follow","Platinum 14"" Flat Finishing Box (PT-14FB)","","Platinum Drywall Tools","PT-14FB","NewCondition"
